"","title","author","school","sentence_spacy","sentence_str","original_publication_date","corpus_edition_date","sentence_length","sentence_lowered","tokenized_txt","lemmatized_str","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"2463","The Second Sex","Beauvoir","feminism","Thus, the passivity that essentially characterizes the 'feminine' woman is a trait that develops in her from her earliest years.","Thus, the passivity that essentially characterizes the 'feminine' woman is a trait that develops in her from her earliest years.",1949,2009,128,"thus, the passivity that essentially characterizes the 'feminine' woman is a trait that develops in her from her earliest years.","['thus', 'the', 'passivity', 'that', 'essentially', 'characterizes', 'the', 'feminine', 'woman', 'is', 'trait', 'that', 'develops', 'in', 'her', 'from', 'her', 'earliest', 'years']","thus , the passivity that essentially characterize the ' feminine ' woman be a trait that develop in -PRON- from -PRON- early year .",0,0,0,0,0,0,0,0,1,0
"2464","History Of Madness","Foucault","continental","Until the end of the seventeenth century, this was still the main objection voiced by Catholic consciences.","Until the end of the seventeenth century, this was still the main objection voiced by Catholic consciences.",1961,2006,107,"until the end of the seventeenth century, this was still the main objection voiced by catholic consciences.","['until', 'the', 'end', 'of', 'the', 'seventeenth', 'century', 'this', 'was', 'still', 'the', 'main', 'objection', 'voiced', 'by', 'catholic', 'consciences']","until the end of the seventeenth century , this be still the main objection voice by catholic conscience .",1,0,0,0,0,0,0,0,1,1
"2465","Lewis - Papers","Lewis","analytic","The explanatory information provided may be correct, but not thanks to the explainer.","The explanatory information provided may be correct, but not thanks to the explainer.",1985,2008,85,"the explanatory information provided may be correct, but not thanks to the explainer.","['the', 'explanatory', 'information', 'provided', 'may', 'be', 'correct', 'but', 'not', 'thanks', 'to', 'the', 'explainer']","the explanatory information provide may be correct , but not thank to the explainer .",0,0,0,0,0,0,0,0,0,1
"2466","Thus Spake Zarathustra","Nietzsche","nietzsche","Here forsooth, is the home of all the paintpots,' said I.","Here forsooth, is the home of all the paintpots,' said I.",1887,2008,57,"here forsooth, is the home of all the paintpots,' said i.","['here', 'forsooth', 'is', 'the', 'home', 'of', 'all', 'the', 'paintpots', 'said']","here forsooth , be the home of all the paintpot , ' say i.",0,0,0,0,0,0,0,0,0,0
"2467","Writing And Difference","Derrida","continental","We will see that by another direction of metonymy but to what extent is it other?","We will see that by another direction of metonymy but to what extent is it other?",1967,2001,81,"we will see that by another direction of metonymy but to what extent is it other?","['we', 'will', 'see', 'that', 'by', 'another', 'direction', 'of', 'metonymy', 'but', 'to', 'what', 'extent', 'is', 'it', 'other']","-PRON- will see that by another direction of metonymy but to what extent be -PRON- other ?",0,0,0,0,0,0,0,0,0,0
"2468","The Crisis Of The European Sciences And Phenomenology","Husserl","phenomenology","the secondary characteristics have their differentiations of perfection.","the secondary characteristics have their differentiations of perfection.",1936,1970,72,"the secondary characteristics have their differentiations of perfection.","['the', 'secondary', 'characteristics', 'have', 'their', 'differentiations', 'of', 'perfection']","the secondary characteristic have -PRON- differentiation of perfection .",0,1,0,0,1,0,1,1,0,1
"2469","The Logic Of Scientific Discovery","Popper","analytic","See, again, appendix of degrees of falsifiability to a large extent upon derivability relations.","See, again, appendix of degrees of falsifiability to a large extent upon derivability relations.",1959,2002,96,"see, again, appendix of degrees of falsifiability to a large extent upon derivability relations.","['see', 'again', 'appendix', 'of', 'degrees', 'of', 'falsifiability', 'to', 'large', 'extent', 'upon', 'derivability', 'relations']","see , again , appendix of degree of falsifiability to a large extent upon derivability relation .",0,0,0,0,0,0,0,0,0,0
"2470","Beyond Good And Evil","Nietzsche","nietzsche","it was really only the closing act of the corruption which had existed for centuries, by virtue of which that aristocracy had abdicated step by step its lordly prerogatives and lowered itself to a of royalty (in the end even to its decoration and parade dress).","it was really only the closing act of the corruption which had existed for centuries, by virtue of which that aristocracy had abdicated step by step its lordly prerogatives and lowered itself to a of royalty (in the end even to its decoration and parade dress).",1886,2003,261,"it was really only the closing act of the corruption which had existed for centuries, by virtue of which that aristocracy had abdicated step by step its lordly prerogatives and lowered itself to a of royalty (in the end even to its decoration and parade dress).","['it', 'was', 'really', 'only', 'the', 'closing', 'act', 'of', 'the', 'corruption', 'which', 'had', 'existed', 'for', 'centuries', 'by', 'virtue', 'of', 'which', 'that', 'aristocracy', 'had', 'abdicated', 'step', 'by', 'step', 'its', 'lordly', 'prerogatives', 'and', 'lowered', 'itself', 'to', 'of', 'royalty', 'in', 'the', 'end', 'even', 'to', 'its', 'decoration', 'and', 'parade', 'dress']","-PRON- be really only the close act of the corruption which have exist for century , by virtue of which that aristocracy have abdicate step by step -PRON- lordly prerogative and lower -PRON- to a of royalty ( in the end even to -PRON- decoration and parade dress ) .",0,1,1,1,1,0,1,1,2,4
"2471","Difference And Repetition","Deleuze","continental","Difference finds its own concept in the posited contradiction: it is here that it becomes pure, intrinsic, essential, qualitative, synthetic and productive; here that it no longer allows indifference to subsist.","Difference finds its own concept in the posited contradiction: it is here that it becomes pure, intrinsic, essential, qualitative, synthetic and productive; here that it no longer allows indifference to subsist.",1968,1994,211,"difference finds its own concept in the posited contradiction: it is here that it becomes pure, intrinsic, essential, qualitative, synthetic and productive; here that it no longer allows indifference to subsist.","['difference', 'finds', 'its', 'own', 'concept', 'in', 'the', 'posited', 'contradiction', 'it', 'is', 'here', 'that', 'it', 'becomes', 'pure', 'intrinsic', 'essential', 'qualitative', 'synthetic', 'and', 'productive', 'here', 'that', 'it', 'no', 'longer', 'allows', 'indifference', 'to', 'subsist']","difference find -PRON- own concept in the posit contradiction : -PRON- be here that -PRON- become pure , intrinsic , essential , qualitative , synthetic and productive ; here that -PRON- no longer allow indifference to subsist .",1,0,1,1,0,1,0,0,3,2
"2472","Capital","Marx","communism","On the other hand, his school has openly proclaimed the productiveness of labour to be the originating cause of profit (read: Surplus value).","On the other hand, his school has openly proclaimed the productiveness of labour to be the originating cause of profit (read: Surplus value).",1883,1887,141,"on the other hand, his school has openly proclaimed the productiveness of labour to be the originating cause of profit (read: surplus value).","['on', 'the', 'other', 'hand', 'his', 'school', 'has', 'openly', 'proclaimed', 'the', 'productiveness', 'of', 'labour', 'to', 'be', 'the', 'originating', 'cause', 'of', 'profit', 'read', 'surplus', 'value']","on the other hand , -PRON- school have openly proclaim the productiveness of labour to be the originating cause of profit ( read : surplus value ) .",0,0,0,0,0,0,0,1,0,0
"2473","Aristotle - Complete Works","Aristotle","aristotle","The mention of avarice naturally suggests a criticism on the inequality of property.","The mention of avarice naturally suggests a criticism on the inequality of property.",-320,1991,84,"the mention of avarice naturally suggests a criticism on the inequality of property.","['the', 'mention', 'of', 'avarice', 'naturally', 'suggests', 'criticism', 'on', 'the', 'inequality', 'of', 'property']","the mention of avarice naturally suggest a criticism on the inequality of property .",3,0,1,1,0,2,0,0,3,0
"2474","Plato - Complete Works","Plato","plato","So it won't be all that easy for the Cretan states to found their colony.","So it won't be all that easy for the Cretan states to found their colony.",-350,1997,73,"so it won't be all that easy for the cretan states to found their colony.","['so', 'it', 'won', 'be', 'all', 'that', 'easy', 'for', 'the', 'cretan', 'states', 'to', 'found', 'their', 'colony']","so -PRON- will not be all that easy for the cretan state to find -PRON- colony .",0,0,0,0,1,0,0,1,0,1
"2475","The Wealth Of Nations","Smith","capitalism","Secondly, the wealth acquired by the inhabitants of cities was frequently employed in purchasing such lands as were to be sold, of which a great part would frequently be uncultivated.","Secondly, the wealth acquired by the inhabitants of cities was frequently employed in purchasing such lands as were to be sold, of which a great part would frequently be uncultivated.",1776,2009,183,"secondly, the wealth acquired by the inhabitants of cities was frequently employed in purchasing such lands as were to be sold, of which a great part would frequently be uncultivated.","['secondly', 'the', 'wealth', 'acquired', 'by', 'the', 'inhabitants', 'of', 'cities', 'was', 'frequently', 'employed', 'in', 'purchasing', 'such', 'lands', 'as', 'were', 'to', 'be', 'sold', 'of', 'which', 'great', 'part', 'would', 'frequently', 'be', 'uncultivated']","secondly , the wealth acquire by the inhabitant of city be frequently employ in purchase such land as be to be sell , of which a great part would frequently be uncultivated .",0,0,0,0,1,0,0,1,0,1
"2476","Lewis - Papers","Lewis","analytic","(Members of such a set may be causes of the fact, or traces of it, or neither.)","(Members of such a set may be causes of the fact, or traces of it, or neither.)",1985,2008,79,"(members of such a set may be causes of the fact, or traces of it, or neither.)","['members', 'of', 'such', 'set', 'may', 'be', 'causes', 'of', 'the', 'fact', 'or', 'traces', 'of', 'it', 'or', 'neither']","( member of such a set may be cause of the fact , or trace of -PRON- , or neither . )",0,0,0,0,0,0,0,1,0,0
"2477","Capital","Marx","communism","Accumulation of capital is, therefore, increase of the proletariat.","Accumulation of capital is, therefore, increase of the proletariat.",1883,1887,67,"accumulation of capital is, therefore, increase of the proletariat.","['accumulation', 'of', 'capital', 'is', 'therefore', 'increase', 'of', 'the', 'proletariat']","accumulation of capital be , therefore , increase of the proletariat .",0,0,0,0,0,0,0,0,0,1
"2478","Philosophical Investigations","Wittgenstein","analytic","What am I thinking when I say it?","What am I thinking when I say it?",1953,1986,33,"what am i thinking when i say it?","['what', 'am', 'thinking', 'when', 'say', 'it']","what be -PRON- think when -PRON- say -PRON- ?",0,0,0,0,0,0,0,0,0,0
"2479","Science Of Logic","Hegel","german_idealism","The judgment of existence has passed over into the judgment of reflection.","The judgment of existence has passed over into the judgment of reflection.",1817,2010,74,"the judgment of existence has passed over into the judgment of reflection.","['the', 'judgment', 'of', 'existence', 'has', 'passed', 'over', 'into', 'the', 'judgment', 'of', 'reflection']","the judgment of existence have pass over into the judgment of reflection .",0,0,0,0,0,0,1,0,0,1
"2480","Critique Of Judgement","Kant","german_idealism","Hardly anyone but a botanist knows the true nature of a ﬂower, and even he, while recognizing in the ﬂower the reproductive organ of the plant, pays no attention to this natural end when using his taste to judge of its beauty.","Hardly anyone but a botanist knows the true nature of a ﬂower, and even he, while recognizing in the ﬂower the reproductive organ of the plant, pays no attention to this natural end when using his taste to judge of its beauty.",1790,2007,226,"hardly anyone but a botanist knows the true nature of a ﬂower, and even he, while recognizing in the ﬂower the reproductive organ of the plant, pays no attention to this natural end when using his taste to judge of its beauty.","['hardly', 'anyone', 'but', 'botanist', 'knows', 'the', 'true', 'nature', 'of', 'ﬂower', 'and', 'even', 'he', 'while', 'recognizing', 'in', 'the', 'ﬂower', 'the', 'reproductive', 'organ', 'of', 'the', 'plant', 'pays', 'no', 'attention', 'to', 'this', 'natural', 'end', 'when', 'using', 'his', 'taste', 'to', 'judge', 'of', 'its', 'beauty']","hardly anyone but a botanist know the true nature of a ﬂower , and even -PRON- , while recognize in the ﬂower the reproductive organ of the plant , pay no attention to this natural end when use -PRON- taste to judge of -PRON- beauty .",0,1,0,0,3,0,0,0,0,3
"2481","Quintessence","Quine","analytic","They projectvagaries of language indiscriminately upon the world, stuffing the universe with ands and ors, singulars and plurals, de finites and in definites, facts and states of affairs, simply on the ground that there are parallel dements and distinctions on the linguistic side.","They projectvagaries of language indiscriminately upon the world, stuffing the universe with ands and ors, singulars and plurals, de finites and in definites, facts and states of affairs, simply on the ground that there are parallel dements and distinctions on the linguistic side.",1950,2004,281,"they projectvagaries of language indiscriminately upon the world, stuffing the universe with ands and ors, singulars and plurals, de finites and in definites, facts and states of affairs, simply on the ground that there are parallel dements and distinctions on the linguistic side.","['they', 'projectvagaries', 'of', 'language', 'indiscriminately', 'upon', 'the', 'world', 'stuffing', 'the', 'universe', 'with', 'ands', 'and', 'ors', 'singulars', 'and', 'plurals', 'de', 'finites', 'and', 'in', 'definites', 'facts', 'and', 'states', 'of', 'affairs', 'simply', 'on', 'the', 'ground', 'that', 'there', 'are', 'parallel', 'dements', 'and', 'distinctions', 'on', 'the', 'linguistic', 'side']","-PRON- projectvagarie of language indiscriminately upon the world , stuff the universe with and and or , singular and plural , de finites and in definite , fact and state of affair , simply on the ground that there be parallel dement and distinction on the linguistic side .",0,0,0,0,0,0,0,2,0,1
"2482","Anti-Oedipus","Deleuze","continental","That is why the primitive codes and even the despotic overcodings testify to a polyvocity that functionally draws them nearer to a chain of decoding of desire: the parts of the desiring machine function in the very workings of the social machine; the flows of desire enter and exit through the codes that continue, however, to inform the model and experience of death that are elaborated in the unity of the .sociodesiring apparatus.","That is why the primitive codes and even the despotic overcodings testify to a polyvocity that functionally draws them nearer to a chain of decoding of desire: the parts of the desiring machine function in the very workings of the social machine; the flows of desire enter and exit through the codes that continue, however, to inform the model and experience of death that are elaborated in the unity of the .sociodesiring apparatus.",1972,1997,433,"that is why the primitive codes and even the despotic overcodings testify to a polyvocity that functionally draws them nearer to a chain of decoding of desire: the parts of the desiring machine function in the very workings of the social machine; the flows of desire enter and exit through the codes that continue, however, to inform the model and experience of death that are elaborated in the unity of the .sociodesiring apparatus.","['that', 'is', 'why', 'the', 'primitive', 'codes', 'and', 'even', 'the', 'despotic', 'overcodings', 'testify', 'to', 'polyvocity', 'that', 'functionally', 'draws', 'them', 'nearer', 'to', 'chain', 'of', 'decoding', 'of', 'desire', 'the', 'parts', 'of', 'the', 'desiring', 'machine', 'function', 'in', 'the', 'very', 'workings', 'of', 'the', 'social', 'machine', 'the', 'flows', 'of', 'desire', 'enter', 'and', 'exit', 'through', 'the', 'codes', 'that', 'continue', 'however', 'to', 'inform', 'the', 'model', 'and', 'experience', 'of', 'death', 'that', 'are', 'elaborated', 'in', 'the', 'unity', 'of', 'the', 'sociodesiring', 'apparatus']","that be why the primitive code and even the despotic overcoding testify to a polyvocity that functionally draw -PRON- nearer to a chain of decoding of desire : the part of the desire machine function in the very working of the social machine ; the flow of desire enter and exit through the code that continue , however , to inform the model and experience of death that be elaborate in the unity of the .sociodesiring apparatus .",1,2,1,2,0,1,1,4,2,4
"2483","The Crisis Of The European Sciences And Phenomenology","Husserl","phenomenology","to those certainly very pressing misunderstandings and objections which, it seems to me, derive their suggestive force from fashionable prejudices and their phraseologies.","to those certainly very pressing misunderstandings and objections which, it seems to me, derive their suggestive force from fashionable prejudices and their phraseologies.",1936,1970,171,"to those certainly very pressing misunderstandings and objections which, it seems to me, derive their suggestive force from fashionable prejudices and their phraseologies.","['to', 'those', 'certainly', 'very', 'pressing', 'misunderstandings', 'and', 'objections', 'which', 'it', 'seems', 'to', 'me', 'derive', 'their', 'suggestive', 'force', 'from', 'fashionable', 'prejudices', 'and', 'their', 'phraseologies']","to those certainly very press misunderstanding and objection which , -PRON- seem to -PRON- , derive -PRON- suggestive force from fashionable prejudice and -PRON- phraseology .",1,0,0,1,0,0,0,0,1,1
"2484","Capital","Marx","communism","fait passer la brique par un espace donn et que tous ensemble","fait passer la brique par un espace donn et que tous ensemble",1883,1887,61,"fait passer la brique par un espace donn et que tous ensemble","['fait', 'passer', 'la', 'brique', 'par', 'un', 'espace', 'donn', 'et', 'que', 'tous', 'ensemble']","fait passer la brique par un espace donn et que tous ensemble",0,0,0,0,0,0,0,1,0,1
"2485","The Wealth Of Nations","Smith","capitalism","From this price it seems to have fallen gradually to two ounces of silver, equal to about ten shillings of our present money, the price at which we find it estimated in the beginning of the sixteenth century, and at which it seems to have continued to be estimated till about.","From this price it seems to have fallen gradually to two ounces of silver, equal to about ten shillings of our present money, the price at which we find it estimated in the beginning of the sixteenth century, and at which it seems to have continued to be estimated till about.",1776,2009,276,"from this price it seems to have fallen gradually to two ounces of silver, equal to about ten shillings of our present money, the price at which we find it estimated in the beginning of the sixteenth century, and at which it seems to have continued to be estimated till about.","['from', 'this', 'price', 'it', 'seems', 'to', 'have', 'fallen', 'gradually', 'to', 'two', 'ounces', 'of', 'silver', 'equal', 'to', 'about', 'ten', 'shillings', 'of', 'our', 'present', 'money', 'the', 'price', 'at', 'which', 'we', 'find', 'it', 'estimated', 'in', 'the', 'beginning', 'of', 'the', 'sixteenth', 'century', 'and', 'at', 'which', 'it', 'seems', 'to', 'have', 'continued', 'to', 'be', 'estimated', 'till', 'about']","from this price -PRON- seem to have fall gradually to two ounce of silver , equal to about ten shilling of -PRON- present money , the price at which -PRON- find -PRON- estimate in the beginning of the sixteenth century , and at which -PRON- seem to have continue to be estimate till about .",1,2,0,0,2,0,2,2,0,2
"2486","Aristotle - Complete Works","Aristotle","aristotle","he maintains, simultaneously with this denial, that each thing once more comes to be out of the One.","he maintains, simultaneously with this denial, that each thing once more comes to be out of the One.",-320,1991,100,"he maintains, simultaneously with this denial, that each thing once more comes to be out of the one.","['he', 'maintains', 'simultaneously', 'with', 'this', 'denial', 'that', 'each', 'thing', 'once', 'more', 'comes', 'to', 'be', 'out', 'of', 'the', 'one']","-PRON- maintain , simultaneously with this denial , that each thing once more come to be out of the one .",0,0,0,0,0,0,0,0,1,0
"2487","The Order Of Things","Foucault","continental","Is it that trade is able to find this necessary supplement in itself?","Is it that trade is able to find this necessary supplement in itself?",1966,2002,69,"is it that trade is able to find this necessary supplement in itself?","['is', 'it', 'that', 'trade', 'is', 'able', 'to', 'find', 'this', 'necessary', 'supplement', 'in', 'itself']","be -PRON- that trade be able to find this necessary supplement in -PRON- ?",0,0,0,0,0,0,0,1,0,0
"2488","Difference And Repetition","Deleuze","continental","Repetition in itself cannot occur under these conditions.","Repetition in itself cannot occur under these conditions.",1968,1994,57,"repetition in itself cannot occur under these conditions.","['repetition', 'in', 'itself', 'cannot', 'occur', 'under', 'these', 'conditions']","repetition in -PRON- can not occur under these condition .",0,0,0,0,0,0,0,0,0,0
"2489","Theodicy","Leibniz","rationalism","Do your duty and be content with that which shall come of it, not only because you cannot resist divine providence, or the nature of things (which may suffice for tranquillity, but not for contentment), but also because you have to do with a good master.","Do your duty and be content with that which shall come of it, not only because you cannot resist divine providence, or the nature of things (which may suffice for tranquillity, but not for contentment), but also because you have to do with a good master.",1710,2005,254,"do your duty and be content with that which shall come of it, not only because you cannot resist divine providence, or the nature of things (which may suffice for tranquillity, but not for contentment), but also because you have to do with a good master.","['do', 'your', 'duty', 'and', 'be', 'content', 'with', 'that', 'which', 'shall', 'come', 'of', 'it', 'not', 'only', 'because', 'you', 'cannot', 'resist', 'divine', 'providence', 'or', 'the', 'nature', 'of', 'things', 'which', 'may', 'suffice', 'for', 'tranquillity', 'but', 'not', 'for', 'contentment', 'but', 'also', 'because', 'you', 'have', 'to', 'do', 'with', 'good', 'master']","do -PRON- duty and be content with that which shall come of -PRON- , not only because -PRON- can not resist divine providence , or the nature of thing ( which may suffice for tranquillity , but not for contentment ) , but also because -PRON- have to do with a good master .",0,1,0,0,2,0,1,2,1,3
"2490","Aristotle - Complete Works","Aristotle","aristotle","But that complete happiness is a contemplative activity will appear from the following consideration as well.","But that complete happiness is a contemplative activity will appear from the following consideration as well.",-320,1991,109,"but that complete happiness is a contemplative activity will appear from the following consideration as well.","['but', 'that', 'complete', 'happiness', 'is', 'contemplative', 'activity', 'will', 'appear', 'from', 'the', 'following', 'consideration', 'as', 'well']","but that complete happiness be a contemplative activity will appear from the following consideration as well .",0,1,0,0,1,0,0,0,0,1
"2491","Essay Concerning Human Understanding","Locke","empiricism","But, though whiteness and coldness are no more in snow than pain is; yet those ideas of whiteness and coldness, pain, andc.","But, though whiteness and coldness are no more in snow than pain is; yet those ideas of whiteness and coldness, pain, andc.",1689,2004,123,"but, though whiteness and coldness are no more in snow than pain is; yet those ideas of whiteness and coldness, pain, andc.","['but', 'though', 'whiteness', 'and', 'coldness', 'are', 'no', 'more', 'in', 'snow', 'than', 'pain', 'is', 'yet', 'those', 'ideas', 'of', 'whiteness', 'and', 'coldness', 'pain', 'andc']","but , though whiteness and coldness be no more in snow than pain be ; yet those idea of whiteness and coldness , pain , andc .",1,0,1,2,1,2,0,0,2,1
"2492","Aristotle - Complete Works","Aristotle","aristotle","For the movement of composite bodies is, as we said, determined by that simple body which prevails in the composition.","For the movement of composite bodies is, as we said, determined by that simple body which prevails in the composition.",-320,1991,118,"for the movement of composite bodies is, as we said, determined by that simple body which prevails in the composition.","['for', 'the', 'movement', 'of', 'composite', 'bodies', 'is', 'as', 'we', 'said', 'determined', 'by', 'that', 'simple', 'body', 'which', 'prevails', 'in', 'the', 'composition']","for the movement of composite body be , as -PRON- say , determine by that simple body which prevail in the composition .",0,0,0,0,0,0,0,0,0,1
"2493","Aristotle - Complete Works","Aristotle","aristotle","(for he could be at rest).","(for he could be at rest).",-320,1991,26,"(for he could be at rest).","['for', 'he', 'could', 'be', 'at', 'rest']","( for -PRON- could be at rest ) .",0,0,0,0,0,0,0,0,0,1
"2494","Plato - Complete Works","Plato","plato","No doubt you've churned through Tisias' book quite carefully.","No doubt you've churned through Tisias' book quite carefully.",-350,1997,61,"no doubt you've churned through tisias' book quite carefully.","['no', 'doubt', 'you', 've', 'churned', 'through', 'tisias', 'book', 'quite', 'carefully']","no doubt -PRON- have churn through Tisias ' book quite carefully .",0,0,0,1,0,1,0,1,1,1
"2495","Plato - Complete Works","Plato","plato","Secondly, we should say that a thing to which nothing is added and from which nothing is taken away neither increases nor diminishes but remains equal.","Secondly, we should say that a thing to which nothing is added and from which nothing is taken away neither increases nor diminishes but remains equal.",-350,1997,151,"secondly, we should say that a thing to which nothing is added and from which nothing is taken away neither increases nor diminishes but remains equal.","['secondly', 'we', 'should', 'say', 'that', 'thing', 'to', 'which', 'nothing', 'is', 'added', 'and', 'from', 'which', 'nothing', 'is', 'taken', 'away', 'neither', 'increases', 'nor', 'diminishes', 'but', 'remains', 'equal']","secondly , -PRON- should say that a thing to which nothing be add and from which nothing be take away neither increase nor diminish but remain equal .",0,0,1,1,0,0,0,1,1,1
"2496","Plato - Complete Works","Plato","plato","He may conduct the water by any route he likes, except through houses, temples and tombs, and he must do no damage beyond the actual construction of the conduit.","He may conduct the water by any route he likes, except through houses, temples and tombs, and he must do no damage beyond the actual construction of the conduit.",-350,1997,161,"he may conduct the water by any route he likes, except through houses, temples and tombs, and he must do no damage beyond the actual construction of the conduit.","['he', 'may', 'conduct', 'the', 'water', 'by', 'any', 'route', 'he', 'likes', 'except', 'through', 'houses', 'temples', 'and', 'tombs', 'and', 'he', 'must', 'do', 'no', 'damage', 'beyond', 'the', 'actual', 'construction', 'of', 'the', 'conduit']","-PRON- may conduct the water by any route -PRON- like , except through house , temple and tomb , and -PRON- must do no damage beyond the actual construction of the conduit .",1,0,1,0,0,1,0,0,1,1
"2497","Aristotle - Complete Works","Aristotle","aristotle","We thus see that there are three lives which all those choose who have power, viz.","We thus see that there are three lives which all those choose who have power, viz.",-320,1991,82,"we thus see that there are three lives which all those choose who have power, viz.","['we', 'thus', 'see', 'that', 'there', 'are', 'three', 'lives', 'which', 'all', 'those', 'choose', 'who', 'have', 'power', 'viz']","-PRON- thus see that there be three life which all those choose who have power , viz .",0,0,0,0,0,0,0,0,0,0
"2498","On The Improvement Of Understanding","Spinoza","rationalism","Let us shortly come to our conclusion, and again repeat that we need have no fear of confusing with true ideas that which is only a fiction.","Let us shortly come to our conclusion, and again repeat that we need have no fear of confusing with true ideas that which is only a fiction.",1677,1997,140,"let us shortly come to our conclusion, and again repeat that we need have no fear of confusing with true ideas that which is only a fiction.","['let', 'us', 'shortly', 'come', 'to', 'our', 'conclusion', 'and', 'again', 'repeat', 'that', 'we', 'need', 'have', 'no', 'fear', 'of', 'confusing', 'with', 'true', 'ideas', 'that', 'which', 'is', 'only', 'fiction']","let -PRON- shortly come to -PRON- conclusion , and again repeat that -PRON- need have no fear of confuse with true idea that which be only a fiction .",1,1,0,1,0,0,0,0,1,0
"2499","On Certainty","Wittgenstein","analytic","Now this might of course be answered by showing him a picture.","Now this might of course be answered by showing him a picture.",1950,1969,62,"now this might of course be answered by showing him a picture.","['now', 'this', 'might', 'of', 'course', 'be', 'answered', 'by', 'showing', 'him', 'picture']","now this might of course be answer by show -PRON- a picture .",0,0,0,0,0,0,0,0,0,0
"2500","Philosophical Troubles","Kripke","analytic","What hitherto has been, as far as I know, an intuitive concept with no formal definition, becomes a precisely defined concept in the present theory.","What hitherto has been, as far as I know, an intuitive concept with no formal definition, becomes a precisely defined concept in the present theory.",1975,2011,148,"what hitherto has been, as far as i know, an intuitive concept with no formal definition, becomes a precisely defined concept in the present theory.","['what', 'hitherto', 'has', 'been', 'as', 'far', 'as', 'know', 'an', 'intuitive', 'concept', 'with', 'no', 'formal', 'definition', 'becomes', 'precisely', 'defined', 'concept', 'in', 'the', 'present', 'theory']","what hitherto have be , as far as -PRON- know , an intuitive concept with no formal definition , become a precisely define concept in the present theory .",0,2,0,0,1,0,1,2,1,2
"2501","Twilight Of The Idols","Nietzsche","nietzsche","See Memoirs of a House of the Dead, by Dostoiewsky (translation by Marie von Thilo: Buried Alive.","See Memoirs of a House of the Dead, by Dostoiewsky (translation by Marie von Thilo: Buried Alive.",1888,2016,97,"see memoirs of a house of the dead, by dostoiewsky (translation by marie von thilo: buried alive.","['see', 'memoirs', 'of', 'house', 'of', 'the', 'dead', 'by', 'dostoiewsky', 'translation', 'by', 'marie', 'von', 'thilo', 'buried', 'alive']","see Memoirs of a House of the Dead , by Dostoiewsky ( translation by Marie von Thilo : bury Alive .",0,1,0,1,1,1,0,2,1,1
"2502","Quintessence","Quine","analytic","It was only after somehow deciding what heathen locutions to con strue as identity and the like that our linguist could begin to say which heathen words serve as terms and what objects they refer to.","It was only after somehow deciding what heathen locutions to con strue as identity and the like that our linguist could begin to say which heathen words serve as terms and what objects they refer to.",1950,2004,199,"it was only after somehow deciding what heathen locutions to con strue as identity and the like that our linguist could begin to say which heathen words serve as terms and what objects they refer to.","['it', 'was', 'only', 'after', 'somehow', 'deciding', 'what', 'heathen', 'locutions', 'to', 'con', 'strue', 'as', 'identity', 'and', 'the', 'like', 'that', 'our', 'linguist', 'could', 'begin', 'to', 'say', 'which', 'heathen', 'words', 'serve', 'as', 'terms', 'and', 'what', 'objects', 'they', 'refer', 'to']","-PRON- be only after somehow decide what heathen locution to con strue as identity and the like that -PRON- linguist could begin to say which heathen word serve as term and what object -PRON- refer to .",1,0,0,1,0,0,0,2,3,1
"2503","Philosophical Troubles","Kripke","analytic","To reach the conclusion, we must also have the premise that the student knows on day that the exam will be given on one of the first days (i.e., (Ei) for some,.","To reach the conclusion, we must also have the premise that the student knows on day that the exam will be given on one of the first days (i.e., (Ei) for some,.",1975,2011,160,"to reach the conclusion, we must also have the premise that the student knows on day that the exam will be given on one of the first days (i.e., (ei) for some,.","['to', 'reach', 'the', 'conclusion', 'we', 'must', 'also', 'have', 'the', 'premise', 'that', 'the', 'student', 'knows', 'on', 'day', 'that', 'the', 'exam', 'will', 'be', 'given', 'on', 'one', 'of', 'the', 'first', 'days', 'ei', 'for', 'some']","to reach the conclusion , -PRON- must also have the premise that the student know on day that the exam will be give on one of the first day ( i.e. , ( Ei ) for some , .",0,0,0,0,0,0,0,0,0,0
"2504","Plato - Complete Works","Plato","plato","You appeared to me to rise above all other men with your magnificent speeches when you reproached mankind and, like a god suspended above the tragic stage, chant the following refrain: mortals","You appeared to me to rise above all other men with your magnificent speeches when you reproached mankind and, like a god suspended above the tragic stage, chant the following refrain: mortals",-350,1997,192,"you appeared to me to rise above all other men with your magnificent speeches when you reproached mankind and, like a god suspended above the tragic stage, chant the following refrain: mortals","['you', 'appeared', 'to', 'me', 'to', 'rise', 'above', 'all', 'other', 'men', 'with', 'your', 'magnificent', 'speeches', 'when', 'you', 'reproached', 'mankind', 'and', 'like', 'god', 'suspended', 'above', 'the', 'tragic', 'stage', 'chant', 'the', 'following', 'refrain', 'mortals']","-PRON- appear to -PRON- to rise above all other man with -PRON- magnificent speech when -PRON- reproach mankind and , like a god suspend above the tragic stage , chant the follow refrain : mortal",1,3,0,1,3,0,2,2,1,3
